FUND_CODE	SHORT_NAME	LONG_NAME	AKSAS_ACCT_NUM	CLASS	MH_FLAG	COMMENTS	AKSAS_ACCT_ALT	ACTIVE	STAT_REF	AKSAS_FUNDS	CREATE_BY	CREATE_TIME	CHANGE_BY	CHANGE_TIME	RETAINS_INTEREST
1030	School Fnd	School Fund (Cigarette Tax)	51070	D	N	This is the fund used for school debt reimbursement.  Fund receives revenue from cigarette taxes, fees, and penalties and can only be used to rehabilitate, construct, and repair school facilities or insurance on school buildings.  Updated 6/17/98 by OMB, JM. Changed AKSAS # from 60180 as requested by DOA, Finance.  AKSA Fund # 12123	68515	Y	AS 43.50.140	12123                         		7/9/2006 20:06:59.242001	KEMAUSETH	9/6/2012 14:55:26.352	N
1189	Sr Care	Senior Care Fund	51488	D	N	re 2004 session HB 374 and SB 259.  Appropriations in SB 283.  Modified in 2005 session, HB 106. New fund name Alaska Senior Care Fund.  Kept same fund code after discussion with Leg Finance, Finance, and Law.	68515	N	AS 47.45.360	11182                         		7/9/2006 20:06:59.242001	JRSTERN1	10/24/2018 15:28:28.761	N
1200	VehRntlTax	Vehicle Rental Tax Receipts	68515	D	N	Added 3-2-06 to conform with Leg Finance's use of this code in DCCED and DNR. Leg Finance treats as Other (restricted GF), Cheryl decided to treat as unrestricted GF as of 4-28-06.	51005	Y	AS 43.52.080	                              		7/9/2006 20:06:59.242001			N
1201	CFEC Rcpts	Commercial Fisheries Entry Commission Receipts	51132	D	N	Added 3-2-06 to conform with Leg Finance's use of this new code in ADF&G.	51132	Y	16.05.490/530; 16.43; 37.05.146(c)(29)	                              		7/9/2006 20:06:59.242001	WCBELKNAP	6/16/2017 11:52:35.619	N
1202	Anatomical	Anatomical Gift Awareness Fund	51498	D	N		68515	Y	AS 13.50.160	11183                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:18:26.769	N
1155	Timber Rcp	Timber Sale Receipts	51076	D	N	per ch. 63, SLA 2000 (Governor's bill)	51076	Y	AS 38.05.110 and AS 37.05.146(b)			7/9/2006 20:06:59.242001			N
1207	Cr Shp Imp	Regional Cruise Ship Impact Fund	68515	O	N	"Repealed by Sec. 12 Ch101 SLA10 (SB312)
Deposited into Acct 60277 in GF by Revenue.  At the end of each FY, DOR transfers the 25% of the CPV tax to this Fund."	51494	N	43.52.230(c)	11205                         	SHILDEBRAND	4/8/2008 11:49:18.765	CKOSULLIVAN	4/26/2013 12:32:40.532	N
1208	BF Brdg LF	Bulk Fuel Bridge Loan Fund	51241	D	N	Inactive. Ch46 SLA12 (HB196) amends the Bulk Fuel Revolving Loan Fund to include the bulk fuel loan account and the bulk fuel bridge loan account to administer the bulk fuel loan and bulk fuel bridge loan programs. (AS 42.45.460 & 42.45.470).	68515	N	29.60.660	21627                         	SHILDEBRAND	4/8/2008 11:54:32.437	CKOSULLIVAN	4/14/2014 12:39:32.238	N
1209	Capstone	Alaska Capstone Avionics Revolving Loan Fund	51242	D	N		68515	Y	44.33.655	21628                         	SHILDEBRAND	4/8/2008 11:55:30.406	BALARSON	6/21/2013 16:19:36.909	N
1210	Renew Ener	Renewable Energy Grant Fund	51495	D	N	Established in HB 152	68515	Y	AS 42.45.045	11201                         	JBROWN	4/12/2008 21:03:43.093	KEELLIOTT	5/24/2012 16:01:32.599	N
1206	CPV Tax	Commercial Passenger Vessel Tax	51493	O	N	Tax deposited into GF subfund by Revenue	68515	Y	43.52.230(a)	11204                         	JBROWN	3/28/2008 18:55:21.218	BALARSON	6/21/2013 16:19:00.222	N
9000	Unkn UGF	Unknown UGF Fund Source	0    	U	N	Only for use by OMB during budget development when actual fund code is not yet known.	0    	Y			WBELKNAP	10/21/2008 16:27:04.984	LENA	10/5/2010 15:20:52.799	N
9001	Unknwn Fed	Unknown Federal Fund Source	0    	F	N	Only for use by OMB during budget development when actual fund code is not yet known.	0    	Y			WBELKNAP	10/21/2008 16:28:07.218	LLSIMMONS	10/4/2011 11:35:06.361	N
9002	Unknwn Oth	Unknown Other Fund Source	0    	O	N	Only for use by OMB during budget development when actual fund code is not yet known.	0    	Y			WBELKNAP	10/21/2008 16:28:35.671	WBELKNAP	10/21/2008 16:28:56.187	N
1211	CSG Tax	Cruise Ship Gambling Tax	51496	U	N	Returns due April 15 for the prior calendar year's activity.  Tax receipts are deposited into the Commercial Vessel Passenger Tax Account, a subfund of the GF.	68515	Y	05.16.020/43.35.200-220	11206                         	JBROWN	10/31/2008 09:12:31.462	BALARSON	6/21/2013 16:20:20.737	N
1171	PFD Crim	Restorative Justice	51160	O	N	LFD has classified as Other, not DGF 1/2017. KM Added 3-7-02 to specifically track PFD funds identified in AS 43.23.028(5).  Also see fund code 1050.  Until FY03, code 1050 was  used for approps to DOC (for care of inmates not eligible for PFDs) & DPS (for domestic counseling). The AKSAS fund is a subfund of the general fund. Ineligibility statute AS 43.25.005(d).	68515	Y	43.23.045/43.23.028(5)/43.23.005(d)	33020                         		7/9/2006 20:06:59.242001	SRWILLHOITE	11/30/2020 15:02:11.975	N
1216	Boat Rcpts	Boat Registration Fees	51073	D	N	Changed to DGF per LFD analysis dated 12.17	51073	Y		                              	LENA	2/25/2010 09:40:56.15	NASTEININGER	1/24/2018 11:18:00.182	N
1215	UCR Rcpts	Uniform Commercial Registration fees	51073	O	N	Added as part of the Legislative Finance budget clarification project. Separate from code 1218, as Legislature has limited control over (federal requirements). 3/2/10	51073	Y			LENA	3/2/2010 10:57:21.774	SHILDEBRAND	6/7/2010 14:18:44.968	N
1214	WhitTunnel	Whittier Tunnel Toll Receipts	51134	O	N	Added as part of the Legislative Finance budget clarification project. Separate from code 1218, as Legislature has limited control over (federal requirements). 3/2/10	51134	Y	37.05.146(c)(32)		LENA	3/2/2010 11:02:15.84	BALARSON	6/21/2013 16:21:12.144	N
1217	NGF Earn	NGF Earnings	51475	O	N	created by Leg Finance to account for Interest earnings from non-GF fund sources	51475	Y			LENA	3/29/2010 09:50:56.277	SHILDEBRAND	2/11/2011 08:07:16.826	N
1009	Rev Bonds	Revenue Bonds	51150	O	N	"per DOA/finance, flag as inactive, use zero only. 6/19/00 jm
5/10/05 - reactivated.  Leg Finance coded Fish&Game Bonds to this code for FY06.  May set up new fund in the future.  OMB est. 1197 earlier for this purpose. Km

Revenue Bonds sold and maintained by the University."	51150	Y				7/9/2006 20:06:59.242001	SHILDEBRAND	6/8/2011 14:41:05.411	N
1220	Crime VCF	Crime Victim Compensation Fund	51497	O	N		68515	Y	18.67.162	11207                         	LENA	3/8/2011 12:55:04.114	BALARSON	6/21/2013 16:23:03.144	N
1258	CIF UGF	UGF Deposits to the CIF	0    	U	N	Added to track future non-Am-Hess deposits (i.e. UGF appropriations) into the CIF.	61405	Y			JRSTERN1	9/19/2018 15:34:45.387	WCBELKNAP	5/31/2019 16:05:00.117	N
1008	G/O Bonds	General Obligation Bonds	68515	O	N	per DOA/finance, flag as inactive. 6/19/00 jm  Reactivated 1-23-02 jb Fund not available until bonds are sold.	68515	Y				7/9/2006 20:06:59.242001	SHILDEBRAND	6/8/2011 14:39:56.659	N
1221	Civil Legl	Civil Legal Services Fund	51499	D	N		68515	Y	37.05.590	12154                         	WBELKNAP	4/12/2011 11:48:36.16	BALARSON	6/21/2013 16:23:12.425	N
1001	CBR Fund	Constitutional Budget Reserve Fund	51020	U	N	JB changed fund class from GF to Other 5-12-04. cko changed GF to Other 11-10-11 pending Law review.  Chged from Other to UGF 9/5/19	68515	Y		33040                         		7/9/2006 20:06:59.242001	WCBELKNAP	9/5/2019 08:23:41.554	N
1223	CharterRLF	Commercial Charter Fisheries RLF	51505	D	N	SLA12 HB121 sec. 12 amends AS16.10 - AKSAS 51505	68515	Y	16.10.801	21632                         	KEELLIOTT	5/4/2012 08:53:38.839	KEELLIOTT	5/8/2012 14:24:39.007	N
1080	Schl Const	School Construction Fund	51384	D	N	Changed to DGF 11-28-11 to match LF. cko,	68515	Y		11143                         		7/9/2006 20:06:59.242001	KEMAUSETH	9/6/2012 15:07:50.855	N
1047	Title 20	Title XX	51145	F	N		51145	N				7/9/2006 20:06:59.242001	BALARSON	6/19/2013 15:31:28.691	N
1120	MotorFuel 	Motor Fuel Tax Increase	0    	U	N	12/13/98  Receipts from the motor fuel tax increase proposed during the 1999 legislative session; 6/19/00 DOA/finance request to flag as zero. Updated by OMB. jm	0    	N				7/9/2006 20:06:59.242001	KEMAUSETH	6/29/2017 15:14:07.067	N
1226	High Ed	Alaska Higher Education Investment Fund	51439	D	N	SLA2012 SCSCSHB 104(FIN) sec. 13 adds new subsection creating this fund: AS37.14.750; HB104 sec27 transfers $400M from AHCC Rcpts fund #1213 to capitalize. AKSAS 51439.	68515	Y	37.14.750	11195                         	KEELLIOTT	5/2/2012 09:17:44.114	KEELLIOTT	5/15/2012 09:10:16.275	N
1227	MicroRLF	Alaska Microloan Revolving Loan Fund	51504	D	N	SAL12 HB121 sec. 13 amends AS44.33 - AKSAS 51504	68515	Y	44.33.950	21629                         	KEELLIOTT	5/4/2012 08:56:48.73	KEELLIOTT	5/8/2012 14:26:43.866	N
1111	FishFndInc	Fishermans Fund Income	51420	D	N	updated 6/17/98 by OMB, JM. rec'd from DOA, the AKSAS#.; update by OMB, edit to AKSAS alt. #. 6/19/00	51420	Y	23.35.060	11119                         		7/9/2006 20:06:59.242001	BALARSON	6/20/2013 15:58:38.786	N
1134	F&G CFP	Fish and Game Criminal Fines and Penalties	51045	D	N	"To match Leg Finance code added for recasting by Joan Brown 11/10/99.  Name updated 4-8-02 from F&G Duplicated Expenditures to F&G Criminal Fines and Penalties to match Leg Finance's FY03 change. Do not use. Deactivated 9-14. F&G funds only to be used by F&G. Other collections that go into GF should be appropriated from GF. cko.
Reactivated for FY19 Gov to appropriate remaining balance and empty fund"	68515	Y	HB75 SLA97 Ch98 Sec9	12146                         		7/9/2006 20:06:59.242001	NASTEININGER	12/6/2017 16:22:23.48	N
1213	AHCC Rcpts	Alaska Housing Capital Corporation Receipts	68515	U	N	ch 13 SLA 06 sec. 14	51421	Y	18.56.086	34076                         	JBROWN	11/13/2008 08:39:12.453	CKOSULLIVAN	7/29/2014 10:37:08.453	N
1180	Alcohol Fd	Alcohol & Other Drug Abuse Treatment & Prevention Fund	51481	D	Y	Added to match Leg Finance.  Source is half of alcohol tax proceeds collected under AS 43.60.010.  Intended use of the fund is appropriations to HSS to establish and maintain prevention and treatment programs per As 47.37.030. 	68515	Y	AS 43.60.010, 43.60.050	11178                         		7/9/2006 20:06:59.242001	BALARSON	6/21/2013 16:03:55.628	N
1228	UGFSequest	UGF Associated with Sequestration	68515	U	N	This is a tracking code; there is no revenue associated with the code. It should be used for all GF that is either 1) added to supplance federal funds reduced or restrained by sequestration, 2) removed from the GF budget as part of a reduced match requirement due to reduced federal receipts under sequestration, or 3) removed from the budget for other reasons related to sequestration.	51005	Y		                              	CKOSULLIVAN	10/15/2012 10:05:24.628	BALARSON	6/21/2013 16:24:20.831	N
1234	LicPlates	License Plates	0    	D	N	added per SB119 vH	68515	Y			KEMAUSETH	4/20/2014 12:07:43.936	KEMAUSETH	4/20/2014 12:08:56.108	N
1244	Rural Air	Rural Airport Receipts	68515	O	N		68515	Y			KEMAUSETH	3/9/2016 13:35:50.429	BWFECHTER	6/22/2016 09:01:35.337	N
1245	R Apt I/A	Rural Airport Receipts I/A	0    	O	N		51000	Y			KEMAUSETH	3/9/2016 13:41:08.547	BWFECHTER	6/22/2016 09:01:44.494	N
1239	AvFuel Tax	Aviation Fuel Tax Revenue	68515	O	N		68515	Y			KEMAUSETH	3/9/2016 14:59:18.805	WCBELKNAP	6/26/2017 16:38:40.529	N
1275	Reapprop	Reappropriation - Temporary to Match Leg Fin	0    	O	N		61405	Y			SRWILLHOITE	5/17/2021 17:48:23.777	SRWILLHOITE	5/17/2021 17:48:57.762	N
